"nrounds","max_depth","min_child_weight","eta","gamma","subsample","colsample_bytree","mlogloss"
100,3,5,0.05,0.5,0.9,0.6,1.09709187003194
150,3,5,0.05,0.5,0.9,0.6,1.09814189678084
50,5,5,0.05,0.5,0.9,0.6,1.09767489730951
100,5,5,0.05,0.5,0.9,0.6,1.09941643027301
150,5,5,0.05,0.5,0.9,0.6,1.09655734920127
50,7,5,0.05,0.5,0.9,0.6,1.09488159626536
100,7,5,0.05,0.5,0.9,0.6,1.10037947950638
150,7,5,0.05,0.5,0.9,0.6,1.10090878104944
50,9,5,0.05,0.5,0.9,0.6,1.09681649117599
100,9,5,0.05,0.5,0.9,0.6,1.09730441911859
150,9,5,0.05,0.5,0.9,0.6,1.09823265828461
50,3,1,0.1,0.5,0.9,0.6,1.09897639823325
100,3,1,0.1,0.5,0.9,0.6,1.09639487728228
150,3,1,0.1,0.5,0.9,0.6,1.09890234283283
50,5,1,0.1,0.5,0.9,0.6,1.09739902165013
100,5,1,0.1,0.5,0.9,0.6,1.10090927269519
150,5,1,0.1,0.5,0.9,0.6,1.09701087747928
50,7,1,0.1,0.5,0.9,0.6,1.10450359471612
100,7,1,0.1,0.5,0.9,0.6,1.10127025081386
150,7,1,0.1,0.5,0.9,0.6,1.09813600516577
50,9,1,0.1,0.5,0.9,0.6,1.10244725980345
100,9,1,0.1,0.5,0.9,0.6,1.10066978688429
150,9,1,0.1,0.5,0.9,0.6,1.1003800216709
50,3,5,0.1,0.5,0.9,0.6,1.09878333114945
100,3,5,0.1,0.5,0.9,0.6,1.09909102911517
150,3,5,0.1,0.5,0.9,0.6,1.09942986706627
50,5,5,0.1,0.5,0.9,0.6,1.10113783959006
100,5,5,0.1,0.5,0.9,0.6,1.09911471553557
150,5,5,0.1,0.5,0.9,0.6,1.09881493874759
50,7,5,0.1,0.5,0.9,0.6,1.09897359556103
100,7,5,0.1,0.5,0.9,0.6,1.09665645640034
150,7,5,0.1,0.5,0.9,0.6,1.09886434502513
50,9,5,0.1,0.5,0.9,0.6,1.1010617320599
100,9,5,0.1,0.5,0.9,0.6,1.10087408715898
150,9,5,0.1,0.5,0.9,0.6,1.09748595444659
50,3,1,0.01,2,0.9,0.6,1.09838943759431
100,3,1,0.01,2,0.9,0.6,1.0985774977037
150,3,1,0.01,2,0.9,0.6,1.09810734993404
50,5,1,0.01,2,0.9,0.6,1.09805820069126
100,5,1,0.01,2,0.9,0.6,1.09807922272838
150,5,1,0.01,2,0.9,0.6,1.09875351158023
50,7,1,0.01,2,0.9,0.6,1.0982194432983
100,7,1,0.01,2,0.9,0.6,1.09885312842389
150,7,1,0.01,2,0.9,0.6,1.09762905314527
50,9,1,0.01,2,0.9,0.6,1.09786644661313
100,9,1,0.01,2,0.9,0.6,1.09868906625202
150,9,1,0.01,2,0.9,0.6,1.09752673101528
50,3,5,0.01,2,0.9,0.6,1.09838881043424
100,3,5,0.01,2,0.9,0.6,1.09713753591372
150,3,5,0.01,2,0.9,0.6,1.09869059492336
50,5,5,0.01,2,0.9,0.6,1.09644401233914
100,5,5,0.01,2,0.9,0.6,1.09742558261153
150,5,5,0.01,2,0.9,0.6,1.09729964809894
50,7,5,0.01,2,0.9,0.6,1.09624920069696
100,7,5,0.01,2,0.9,0.6,1.09731776232856
150,7,5,0.01,2,0.9,0.6,1.09843257481197
50,9,5,0.01,2,0.9,0.6,1.09797346311195
100,9,5,0.01,2,0.9,0.6,1.09815604300465
150,9,5,0.01,2,0.9,0.6,1.09830462926137
50,3,1,0.05,2,0.9,0.6,1.09556639801195
100,3,1,0.05,2,0.9,0.6,1.09899518223276
150,3,1,0.05,2,0.9,0.6,1.09642463612136
50,5,1,0.05,2,0.9,0.6,1.09794856503971
100,5,1,0.05,2,0.9,0.6,1.09795847490755
150,5,1,0.05,2,0.9,0.6,1.09848673351148
50,7,1,0.05,2,0.9,0.6,1.0993631828156
100,7,1,0.05,2,0.9,0.6,1.09767449732078
150,7,1,0.05,2,0.9,0.6,1.0991328625905
