"eta","max_depth","gamma","colsample_bytree","min_child_weight","subsample","nrounds","RMSE","Rsquared","MAE","RMSESD","RsquaredSD","MAESD","model"
0.1,2,1,0.6,1,0.6,100,0.961322790178093,0.00189416927138027,0.707237083342389,0.0274521914293015,0.00211165636087126,0.0115965372856663,"BPM"
0.1,2,1,0.6,1,0.8,100,0.957080727893959,0.00239790963660581,0.707542830619036,0.0253975635805329,0.00325600667507999,0.011299130112549,"BPM"
0.1,2,1,0.6,2,0.6,100,0.96031030314824,0.00169032546666735,0.708026361519057,0.0269631201079489,0.00194388777605453,0.0110403372249993,"BPM"
0.1,2,1,0.6,2,0.8,100,0.958085569070417,0.0021168575477002,0.707357679469292,0.0266074518553341,0.00248832699028344,0.0125303283011158,"BPM"
0.1,2,1,0.8,1,0.6,100,0.96105938820119,0.0030048686310859,0.709306778498505,0.0281860741282918,0.00491281170220944,0.0127902735079945,"BPM"
0.1,2,1,0.8,1,0.8,100,0.961240910997397,0.000890314053647492,0.708283382713436,0.0241308606254028,0.00169596911647456,0.00839904254094963,"BPM"
0.1,2,1,0.8,2,0.6,100,0.961213199329271,0.0021196311781823,0.710222147051676,0.0268814755523446,0.00417176369030199,0.0105834390220466,"BPM"
0.1,2,1,0.8,2,0.8,100,0.95880877644258,0.00146872477697355,0.708162952485608,0.0251664947481314,0.00211276827288587,0.0102072046984112,"BPM"
0.05,7,0.1,0.6,1,0.6,100,0.972915688876913,0.00184029999274434,0.716685453222154,0.0303131448027561,0.00140647953143308,0.016612047067713,"BPM"
0.05,7,0.1,0.6,1,0.8,100,0.965308705686397,0.0026951172359285,0.713411363575652,0.0222371995699389,0.00187989398155758,0.00704138466822721,"BPM"
0.05,7,0.1,0.6,2,0.6,100,0.971414206284142,0.00120515449046582,0.716869325580779,0.0282447658969014,0.00158708188660438,0.00972229954734487,"BPM"
0.05,7,0.1,0.6,2,0.8,100,0.967475740688015,0.0019676262444101,0.710953508626597,0.0274429917644039,0.00199114674428447,0.012273710530985,"BPM"
